,分词排序,词频
0,机场,315
1,上海,202
2,航空,78
3,浦东,55
4,建设,48
5,信息,45
6,旅客,43
7,工程,35
8,枢纽,29
9,民航,27
10,地面,26
11,航线,21
12,能源,21
13,扶贫,20
14,吞吐量,19
15,资源,18
16,三期,18
17,动量,18
18,贾锐军,17
19,航班,17
20,数据,17
21,航空运输,17
22,上海浦东国际机场,17
23,德,17
24,场地,16
25,华东,16
26,通信,16
27,候机楼,14
28,环保,14
29,油料,13
30,土地,13
31,凯亚,13
32,贵宾,13
33,王旭,12
34,起降,12
35,强国,12
36,房地产,12
37,虹桥,12
38,工程项目,11
39,空港,11
40,飞机,10
41,架次,10
42,环境,10
43,飞行区,10
44,机坪,10
45,餐饮,10
46,自贸区,10
47,生物,10
48,货运站,10
49,货邮,9
50,场所,9
51,自贸,9
52,经营权,9
53,脱贫,9
54,易方达,9
55,穿,8
56,通道,8
57,万人次,8
58,跑道,8
59,绿色,8
60,巴士,8
61,虹浦,8
62,立信,7
63,停车场,7
64,世界级,7
65,航站楼,7
66,第二名,7
67,社区,7
68,检测,7
69,人力资源部,7
70,保安,7
71,快通,7
72,民航局,6
73,启航,6
74,航空公司,6
75,态势,6
76,运输业,6
77,出行,6
78,党建,6
79,混合型,6
80,鸿,6
81,杨鹏,6
82,刘绍杰,6
83,指挥部,6
84,副处长,6
85,通讯,6
86,转供,6
87,油气,6
88,建造,6
89,养老保险,6
90,缴费,6
91,航油,6
92,物业,6
93,佳美,6
94,配餐,6
95,阵地,6
96,徐宁,5
97,测评,5
98,黄晔,5
99,网站,5
100,国内贸易,5
101,业务量,5
102,民航业,5
103,长三角,5
104,扩建工程,5
105,卫星,5
106,厅,5
107,远程,5
108,维修,5
109,政府部门,5
110,排污,5
111,污染,5
112,分支机构,5
113,黄铮霖,5
114,张敏求,5
115,董卫,5
116,上海浦东,5
117,波音,5
118,改装,5
119,法务,5
120,六十六,5
121,除净,5
122,材料,5
123,建筑物,5
124,第一名,5
125,第三名,5
126,第四名,5
127,第五名,5
128,进出港,4
129,飞行,4
130,专业化,4
131,投资部,4
132,路,4
133,停车,4
134,延伸,4
135,零售,4
136,动力,4
137,跨越,4
138,扩建,4
139,亚洲,4
140,小时,4
141,超大型,4
142,网络,4
143,条,4
144,卓越,4
145,体验,4
146,服务质量,4
147,购物,4
148,放行,4
149,博会,4
150,战略目标,4
151,进项税额,4
152,制服,4
153,改良,4
154,运输,4
155,助力,4
156,第十三次,4
157,十九,4
158,教育,4
159,党代表,4
160,香港,4
161,中央,4
162,酒店,4
163,陈德荣,4
164,刘红,4
165,胡稚,4
166,工会,4
167,银行,4
168,虹桥机场,4
169,二十八,4
170,五十二,4
171,安检,4
172,转让费,4
173,完整性,4
174,样本,4
175,中央银行,4
176,五十七,4
177,徐宁年,4
178,止本,4
179,六合,4
180,低值易耗品,4
181,以换,4
182,公共,4
183,坪,4
184,个人账户,4
185,国资委,3
186,起飞,3
187,降落,3
188,网址,3
189,上海市浦东新区,3
190,稳中有进,3
191,更好,3
192,总体目标,3
193,进程,3
194,带动,3
195,高位,3
196,长江,3
197,意愿,3
198,双,3
199,指挥,3
200,共享,3
201,文化,3
202,落地,3
203,便捷,3
204,港澳台,3
205,四大,3
206,举措,3
207,底线,3
208,贯彻,3
209,统筹,3
210,万架次,3
211,荣获,3
212,航点,3
213,挖掘,3
214,消费,3
215,节能,3
216,安全检查,3
217,中国民航,3
218,瓶颈,3
219,广告设计,3
220,浦东国际机场,3
221,习近平,3
222,总书记,3
223,客运,3
224,试验区,3
225,和谐,3
226,党群,3
227,上级,3
228,部署,3
229,度,3
230,挑战,3
231,基准,3
232,一如既往,3
233,攻坚,3
234,公益,3
235,党组织,3
236,管理局,3
237,指数,3
238,废弃物,3
239,预防,3
240,中国银行,3
241,小盘,3
242,中国建设银行,3
243,新丝路,3
244,灵活,3
245,配置,3
246,物业管理,3
247,食品,3
248,杨豫洛,3
249,海文,3
250,邵百俭,3
251,余宙,3
252,沈小玲,3
253,李育,3
254,红,3
255,保障部,3
256,处长,3
